Ph-id,C-id,Local_lat,Local_long,Region,Division,Subregion,Area/Kingdom,Culture,Culture_loc,Ph_cid,Audio_notes,Duration,Audio_file,Archival_source#,Song,Genre,Song_notes,Performers,Instruments,Lyrics,Living_metadata,Recorded_by,Year,Publisher,Publcation_collection,Repository,Classification_notes,Metadata_notes,Sources,Source Tag
322,2157,2.92,11.15,Africa,Central Africa,W Equatorial Coast,S Cameroon/ Equatorial Guinea/ N Gabon,Bulu,"Ebolowa, South Region, Cameroon",12783,,0:03:00,T5458R20,4A6.B2; WFS1D.43,Work Song ,Work Song; Field Song; Building Song; Complaint Song,A work song with lyrics about the complaints of a street sweeper. It is also used to accompany cooperative work by men who are working in the fields or building a house.,Male voices,Male Voices,,,Edwin Cozzens,1954,Smithsonian Folkways,"Bulu Songs from the Cameroons. Folkways Records FE4451, 1954","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,http://www.folkways.si.edu/TrackDetails.aspx?itemid=12191,@FW1954BuluSongsFromTheCameroons
321,,2.92,11.15,Africa,Central Africa,W Equatorial Coast,S Cameroon/ Equatorial Guinea/ N Gabon,Bulu,"Ebolowa, South Region, Cameroon",12783,,0:03:55,,4A6.B4,Story Song,Narrative song,This is a story about a boy who had a parrot which he taught to dance.,Male voices; hand-clapping,Male Voices; Hand-Clapping,,,Edwin Cozzens,1954,Smithsonian Folkways,"Bulu Songs from the Cameroons. Folkways Records FE4451, 1954","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,https://folkways.si.edu/male-voices-and-handclapping/story-song/world/music/track/smithsonian,@FW1954BuluSongsFromTheCameroons
323,,2.92,11.15,Africa,Central Africa,W Equatorial Coast,S Cameroon/ Equatorial Guinea/ N Gabon,Bulu,"Ebolowa, South Region, Cameroon",12783,,0:02:06,,4A6.B6,War Song,War song,The song is. that of a chief who narrates his mighty deeds and his responsibilities. ,"Male solo, male chorus",Male Voices,"""Ma me tita meyon. . .
(""I am the father of the tribe. . "")
""Kolo me zena me bena...""
(Get out of my way, I object ... "")
""Me me ne futa meyon...""
(""I am the support of the tribes ... "") ",,Edwin Cozzens,1954,Smithsonian Folkways,"Bulu Songs from the Cameroons. Folkways Records FE4451, 1954","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,https://folkways.si.edu/male-voices-and-chorus/war-song/world/music/track/smithsonian,@FW1954BuluSongsFromTheCameroons
328,,2.92,11.15,Africa,Central Africa,W Equatorial Coast,S Cameroon/ Equatorial Guinea/ N Gabon,Bulu,"Ebolowa, South Region, Cameroon",12783,,0:02:17,,4A6.B7,Sung to a Groom,Wedding song,"This is a wedding song, in which the men sing to the groom that he must watch his wife. They use the parable of the hunting
dog. ",Male chorus,Male Voices,"""O ba'ale mvu za won, meyon mva ja won...""
(""Look after the dog that hunts, the whole tribe of hunting dogs..."")
""A maneya woe zip...""
(""He has killed an antelope and has eaten it..."")
""Okokut meyon a te d'ana...""
(""A foolish tribe knows this much..."")",,Edwin Cozzens,1954,Smithsonian Folkways,"Bulu Songs from the Cameroons. Folkways Records FE4451, 1954","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,"Code sheet 2147 codes singing horn, 'small instrument with a vibrating membrane, which functions like a kazoo':",http://www.folkways.si.edu/TrackDetails.aspx?itemid=12182,@FW1954BuluSongsFromTheCameroons
169,1656,68.83,-101.5,North America,Canada,C Canadian Arctic,Nunavut/ N W Territories,Inuinnait,"Jenny Lind Island, Alaska",14070,,0:03:17,PENDING,T1376.03,Male Duet ,Men's Song,"Strophic song, unison heterophony with hints of overtone singing, P. Kinmivk is 40 years old","Luke Kudihvk, Pete Kinmivk ",2 Male Voices,,,Jack Ferguson,1956,Previously Unpublished,Jack Ferguson Collection,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,T5410R04,Recordings of indigenous North Americans will not be published on this site without permission from tribal representatives.,@JFC1956MaleDuet_1
176,1725,57.11,-133.19,North America,Canada,C Canadian Arctic,Nunavut/ N W Territories,Inuinnait,"Read Island, Alaska",14070,,0:02:31,PENDING,T1377.8,Woman Sings Softly,,"Strophic song, very softly sung by Andy's wife, age 30","Andy's wife, solo",Female Voice,,,Jack Ferguson,1956,Previously Unpublished,Jack Ferguson Collection,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,T5410R07,Recordings of indigenous North Americans will not be published on this site without permission from tribal representatives.,@JFC1956WomanSingsSoftly
167,1726,57.11,-133.19,North America,Canada,C Canadian Arctic,Nunavut/ N W Territories,Inuinnait,"Read Island, Alaska",14070,,0:01:58,PENDING,T1377.5,Female Solo,,"Strophic song, very softly sung by Andy's wife, age 30","Andy's wife, solo",Female Voice,,,Jack Ferguson,1956,Previously Unpublished,Jack Ferguson Collection,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,T5410R06,Recordings of indigenous North Americans will not be published on this site without permission from tribal representatives.,@JFC1956FemaleSolo
174,1727,68.83,-101.5,North America,Canada,C Canadian Arctic,Nunavut/ N W Territories,Inuinnait,"Jenny Lind Island, Alaska",14070,,0:02:22,PENDING,T1376.04,Male Duet ,,Strophic song with occasional polyphonic duet led by male singer age 40,"Pete Kinmivk, lead, Kitty Kaencijacktivk, female partner, sounds of infant, talking, coughs",Male Voice; Female Voice; Child's Voice; Talking; Coughs,,,Jack Ferguson,1956,Previously Unpublished,Jack Ferguson Collection,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,T5410R05; Coding sheet says female solo but uses the same source number,Recordings of indigenous North Americans will not be published on this site without permission from tribal representatives.,@JFC1956MaleDuet_2
172,1733,67.78,-102.37,North America,Canada,C Canadian Arctic,Nunavut/ N W Territories,Inuinnait,"Perry River, Alaska",14070,,0:00:43,PENDING,T1375.1,Avuna Pakinanton,,"Brief clip of male, age 60, singing through a tense jaw, Nechalingmee Eskimo",Thomas Kiyauhikjk,Male Voice,,,Jack Ferguson,1956,Previously Unpublished,Jack Ferguson Collection,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,T5410R01,Recordings of indigenous North Americans will not be published on this site without permission from tribal representatives.,@JFC1956AvunaPakinanton
175,1735,67.78,-102.37,North America,Canada,C Canadian Arctic,Nunavut/ N W Territories,Inuinnait,"Perry River, Alaska",14070,,0:04:27,PENDING,T1375.2,Atago Nalaisilhaktok,Hunting Song,"Seal hunting song, strophic, by Nechalingmee Eskimo",Thomas Kiyauhikyk,Male Voice,,,Jack Ferguson,1956,Previously Unpublished,Jack Ferguson Collection,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,T5410R02,Recordings of indigenous North Americans will not be published on this site without permission from tribal representatives.,@JFC1956AtagoNalaisilhaktok
170,1736,67.78,-102.37,North America,Canada,C Canadian Arctic,Nunavut/ N W Territories,Inuinnait,"Sherman's Inlet, Alaska",14070,"Audio issues, suggest replace with 1375.1 or 1375.2, WS10.01 and 10.02",0:02:33,PENDING,T1375.3a,"Three Fragments of Song, Part 1",,"Very long song, part one, sung by male aged 60",Tom Piruaehv,Male Voice,,,Jack Ferguson,1956,Previously Unpublished,Jack Ferguson Collection,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,T5410R03m,Recordings of indigenous North Americans will not be published on this site without permission from tribal representatives.,@JFC1956ThreeFragmentsofSongPart1
168,,57.11,-133.19,North America,Canada,C Canadian Arctic,Nunavut/ N W Territories,Inuinnait,"Read Island, Alaska",14070,,,,T1377.7,Male Solo,,,Male solo,Male Voice,,,Jack Ferguson,1956,Previously Unpublished,Jack Ferguson Collection,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,Recordings of indigenous North Americans will not be published on this site without permission from tribal representatives.,@JFC1956MaleSolo_1
171,,57.11,-133.19,North America,Canada,C Canadian Arctic,Nunavut/ N W Territories,Inuinnait,"Read Island, Alaska",14070,,,,T1377.4,Male Solo,,,Male solo,Male Voice,,,Jack Ferguson,1956,Previously Unpublished,Jack Ferguson Collection,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,Recordings of indigenous North Americans will not be published on this site without permission from tribal representatives.,@JFC1956MaleSolo_2
173,,57.11,-133.19,North America,Canada,C Canadian Arctic,Nunavut/ N W Territories,Inuinnait,"Read Island, Alaska",14070,,,,T1377.10,Male Solo,,,Male solo,Male Voice,,,Jack Ferguson,1956,Previously Unpublished,Jack Ferguson Collection,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,Recordings of indigenous North Americans will not be published on this site without permission from tribal representatives.,@JFC1956MaleSolo_3
453,186,53.45,-108.91,North America,Canada,Canadian Plains,Alberta/ Manitoba/ N W Territories/ Ontario/ Saskatchewan,Nehiyaw (Plains Cree),"Red Pheasant and Sweetgrass Reserve, Saskatchewan, Canada",14125,,0:00:49,PENDING,1B6.A2,Cree Song,,,Male duet,2 Male Voices,,,"Kenneth Peacock, National Museum of Canada",1951-53,Smithsonian Folkways,"Indian Music Of The Canadian Plains. Ethnic Folkways Library FE 4464, 1955","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,T45002; Coding sheet says male solo.,Recordings of indigenous North Americans will not be published on this site without permission from tribal representatives.,@FW1955IndianMusicOfCanadianPlains
452,901,53.45,-108.91,North America,Canada,Canadian Plains,Alberta/ Manitoba/ N W Territories/ Ontario/ Saskatchewan,Nehiyaw (Plains Cree),"Red Pheasant and Sweetgrass Reserves, Saskatchewan, Canada",14125,,0:01:35,PENDING,1B6.A1,War Song,War Song,War song,George Nicotine and group,Male Voice; Voices,,,"Kenneth Peacock, National Museum of Canada",1951-53,Smithsonian Folkways,"Indian Music Of The Canadian Plains. Ethnic Folkways Library FE 4464, 1955","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,T5407R28,Recordings furnished by Dr. Peacock; recorded on behalf of the National Museum of Canada; http://www.folkways.si.edu/TrackDetails.aspx?itemid=30054; Recordings of indigenous North Americans will not be published on this site without permission from tribal representatives.,@FW1955IndianMusicOfCanadianPlains
456,1680,53.45,-108.91,North America,Canada,Canadian Plains,Alberta/ Manitoba/ N W Territories/ Ontario/ Saskatchewan,Nehiyaw (Plains Cree),"Red Pheasant and Sweetgrass Reserves, Saskatchewan, Canada",14125,,0:02:36,PENDING,1B6.A3,Bear Ceremony,Animal Song; Ceremonial Song,Male solo with rattle,"Harry Nicotine, rattle",Male Voice; Rattle,,,"Kenneth Peacock, National Museum of Canada",1951-53,Smithsonian Folkways,"Indian Music Of The Canadian Plains. Ethnic Folkways Library FE 4464, 1955","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,T5407R30,Recordings furnished by Dr. Peacock; recorded on behalf of the National Museum of Canada; http://www.folkways.si.edu/TrackDetails.aspx?itemid=30056; Recordings of indigenous North Americans will not be published on this site without permission from tribal representatives.,@FW1955IndianMusicOfCanadianPlains
468,1681,53.45,-108.91,North America,Canada,Canadian Plains,Alberta/ Manitoba/ N W Territories/ Ontario/ Saskatchewan,Nehiyaw (Plains Cree),"Red Pheasant and Sweetgrass Reserves, Saskatchewan, Canada",14125,,0:03:17,PENDING,1B6.A4,Big Dog Dance,Animal Song; Dance Song,Male solo with drum,"Male solo, drum",Male Voice; Drum,,,"Kenneth Peacock, National Museum of Canada",1951-53,Smithsonian Folkways,"Indian Music Of The Canadian Plains. Ethnic Folkways Library FE 4464, 1955","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,T5407R31,Recordings furnished by Dr. Peacock; recorded on behalf of the National Museum of Canada; http://www.folkways.si.edu/TrackDetails.aspx?itemid=30057; Recordings of indigenous North Americans will not be published on this site without permission from tribal representatives.,@FW1955IndianMusicOfCanadianPlains
454,1682,53.45,-108.91,North America,Canada,Canadian Plains,Alberta/ Manitoba/ N W Territories/ Ontario/ Saskatchewan,Nehiyaw (Plains Cree),"Red Pheasant and Sweetgrass Reserves, Saskatchewan, Canada",14125,,0:03:12,PENDING,1B6.A7,Pow Wow Song,Pow Wow Song,Powwow song,"Alan Fox, Lawrence Kiskotagan",2 Male Voices,,,"Kenneth Peacock, National Museum of Canada",1951-53,Smithsonian Folkways,"Indian Music Of The Canadian Plains. Ethnic Folkways Library FE 4464, 1955","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,T5407R34,Recordings furnished by Dr. Peacock; recorded on behalf of the National Museum of Canada; http://www.folkways.si.edu/TrackDetails.aspx?itemid=30061; Recordings of indigenous North Americans will not be published on this site without permission from tribal representatives.,@FW1955IndianMusicOfCanadianPlains
457,1683,53.45,-108.91,North America,Canada,Canadian Plains,Alberta/ Manitoba/ N W Territories/ Ontario/ Saskatchewan,Nehiyaw (Plains Cree),"Red Pheasant and Sweetgrass Reserves, Saskatchewan, Canada",14125,,0:02:04,PENDING,1B6.A6,Greeting Song,Greeting Song,Formerly used on traditional festive occasions these greeting songs have recently become associated with Christmas and New Year's celebrations. Close friends who haven't seen each other for some time will welcome the opportunity to use this special form of greeting. ,William Peaychew,Male Voice,,,"Kenneth Peacock, National Museum of Canada",1951-53,Smithsonian Folkways,"Indian Music Of The Canadian Plains. Ethnic Folkways Library FE 4464, 1955","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,T5407R33,Recordings furnished by Dr. Peacock; recorded on behalf of the National Museum of Canada; http://www.folkways.si.edu/TrackDetails.aspx?itemid=30060; Recordings of indigenous North Americans will not be published on this site without permission from tribal representatives.,@FW1955IndianMusicOfCanadianPlains
455,1684,53.45,-108.91,North America,Canada,Canadian Plains,Alberta/ Manitoba/ N W Territories/ Ontario/ Saskatchewan,Nehiyaw (Plains Cree),"Red Pheasant and Sweetgrass Reserves, Saskatchewan, Canada",14125,,0:02:48,PENDING,1B6.A5,Hand Game Song,Hand Game Song; Game Song,Hand game song,William Peaychew,Male Voice,,,"Kenneth Peacock, National Museum of Canada",1951-53,Smithsonian Folkways,"Indian Music Of The Canadian Plains. Ethnic Folkways Library FE 4464, 1955","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,T5407R32,Recordings furnished by Dr. Peacock; recorded on behalf of the National Museum of Canada; http://www.folkways.si.edu/TrackDetails.aspx?itemid=30058; Recordings of indigenous North Americans will not be published on this site without permission from tribal representatives.,@FW1955IndianMusicOfCanadianPlains
451,1685,53.45,-108.91,North America,Canada,Canadian Plains,Alberta/ Manitoba/ N W Territories/ Ontario/ Saskatchewan,Nehiyaw (Plains Cree),"Red Pheasant and Sweetgrass Reserves, Saskatchewan, Canada",14125,,0:01:26,PENDING,1B6.A8,Grass Dance Song,Dance Song,Male voice accompanied by hand-drum,"Male solo, hand-drum",Male Voice; Hand-Drum,,,"Kenneth Peacock, National Museum of Canada",1951-53,Smithsonian Folkways,"Indian Music Of The Canadian Plains. Ethnic Folkways Library FE 4464, 1955","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,T5407R35,Recordings furnished by Dr. Peacock; recorded on behalf of the National Museum of Canada; http://www.folkways.si.edu/TrackDetails.aspx?itemid=30062; Recordings of indigenous North Americans will not be published on this site without permission from tribal representatives.,@FW1955IndianMusicOfCanadianPlains
